,TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT,PRE_COVID_DIP,BOTTOM_COVID_DIP,EOY_2021,CURRENT_PRICE,COVID_BOTTOM_TO_2021_TOP,COVID_BOTTOM_TO_2021_TOP_PERCENT,CURRENT_FROM_COVID_BOTTOM_PRICE,CURRENT_FROM_PRE_COVID_PRICE,VALUE_LEFT_TO_DECREASE,VALUE_LEFT_TO_DECREASE_PERCENT
8076,STNG.US,D,2020-02-14,000000,21.8348,21.9494,21.2737,21.4321,890038.45074161,0,21.4321,13.3032,12.6923,34.17,-0.6109000000000009,-0.045921282097540504,20.8668,12.737900000000003,20.8668,156.85549341511816
3852,GNRC.US,D,2020-02-14,000000,116.38,117.83,111.88,113.26,1531795,0,113.26,84.78,351.92,217.51,267.14,3.150979004482189,132.73,104.24999999999999,132.73,156.55815050719508
5788,MUSA.US,D,2020-02-14,000000,104.34,105.089,103.461,103.84,295494.18004392,0,103.84,92.3738,198.672,236.92,106.2982,1.1507397119096539,144.5462,133.07999999999998,144.5462,156.47965115649674
5260,MAIN.US,D,2020-02-14,000000,38.37,38.423,38.02,38.29,273316,0,38.29,15.408,43.672,39.48,28.263999999999996,1.8343717549325025,24.071999999999996,1.1899999999999977,24.071999999999996,156.23052959501555
8104,STWD.US,D,2020-02-14,000000,20.748,20.814,20.7,20.796,1251200,0,20.796,8.2898,23.829,21.22,15.539200000000001,1.8744963690318224,12.9302,0.4239999999999995,12.9302,155.9772250235229
4736,JOE.US,D,2020-02-14,000000,21.8871,22.1736,21.6506,22.1436,229416.24983988,0,22.1436,15.6689,51.8527,40.08,36.1838,2.3092750607892065,24.411099999999998,17.9364,24.411099999999998,155.7933230794759
3884,GPC.US,D,2020-02-14,000000,90.6,90.61,89.396,90.134,686866,0,90.134,52.176,139.2,133.35,87.02399999999999,1.667893284268629,81.17399999999999,43.215999999999994,81.17399999999999,155.57727690892364
6400,OC.US,D,2020-02-14,000000,62.282,62.596,61.72,61.852,818698,0,61.852,30.336,89.821,77.49,59.485,1.9608715717299579,47.153999999999996,15.637999999999998,47.153999999999996,155.439082278481
5180,LRN.US,D,2020-02-14,000000,17.06,17.26,16.87,17.16,233711,0,17.16,16.21,33.33,41.32,17.119999999999997,1.0561381863047499,25.11,24.16,25.11,154.90438001233807
5076,LEN-B.US,D,2020-02-14,000000,53.145,53.802,52.866,53.723,39797,0,53.723,24.387,94.637,62.1,70.25,2.880633124205519,37.713,8.377000000000002,37.713,154.64386763439538
7060,PSTG.US,D,2020-02-14,000000,19,19.0188,18.79,18.91,899129,0,18.91,9.73,32.55,24.76,22.819999999999997,2.345323741007194,15.030000000000001,5.850000000000001,15.030000000000001,154.47070914696815
2408,DCP_B.US,D,2020-02-14,000000,24.93,24.99,24.9,24.99,17128,0,24.99,8.95,24.9,22.7298,15.95,1.782122905027933,13.779800000000002,-2.2601999999999975,13.779800000000002,153.9642458100559
8496,TPH.US,D,2020-02-14,000000,17.43,17.51,17.265,17.5,822280,0,17.5,6.97,27.89,17.67,20.92,3.0014347202295557,10.700000000000003,0.1700000000000017,10.700000000000003,153.51506456241037
4100,HGLB.US,D,2020-02-14,000000,6.73727,6.7599,6.71237,6.74838,130645.72625454,0,6.74838,3.81059,8.71336,9.66,4.90277,1.286617033057873,5.849410000000001,2.91162,5.849410000000001,153.50405055385124
7612,SEE.US,D,2020-02-14,000000,33.443,34.297,33.121,33.603,1768996,0,33.603,23.334,67.26,59.1,43.926,1.8824890717408076,35.766000000000005,25.497,35.766000000000005,153.27847775777838
9020,VMI.US,D,2020-02-14,000000,149.39,149.39,146.64,148.02,67963,0,148.02,89.508,249.93,226.7,160.42200000000003,1.7922643786030303,137.192,78.67999999999998,137.192,153.27345041783974
4820,KBH.US,D,2020-02-14,000000,38.414,38.551,37.887,38.482,1153497,0,38.482,11.71,44.37,29.65,32.66,2.7890691716481633,17.939999999999998,-8.832,17.939999999999998,153.20239111870194
8592,TS.US,D,2020-02-14,000000,19.9663,19.9761,19.6705,19.7383,2111693.8235487,0,19.7383,10.0775,20.4989,25.51,10.421399999999998,1.0341255271644751,15.432500000000001,5.771700000000003,15.432500000000001,153.1381791118829
4868,KFY.US,D,2020-02-14,000000,41.268,41.278,40.583,40.817,157440,0,40.817,23.084,75.588,58.41,52.50399999999999,2.2744758274129264,35.32599999999999,17.592999999999996,35.32599999999999,153.03240339629178
7852,SOI.US,D,2020-02-14,000000,10.759,10.938,10.692,10.93,421093,0,10.93,4.3609,6.4816,11.03,2.1207000000000003,0.4862986998096724,6.669099999999999,0.09999999999999964,6.669099999999999,152.9294411704006
7684,SID.US,D,2020-02-14,000000,2.72819,2.73271,2.63168,2.67296,5138687.1825622,0,2.67296,1.11146,4.24176,2.81,3.1303,2.8163856549043604,1.6985400000000002,0.13704000000000027,1.6985400000000002,152.8206143271013
8004,SRV.US,D,2020-02-14,000000,32.9207,32.9207,32.2072,32.5157,6217.3185236078,0,32.5157,11.2927,29.8388,28.52,18.5461,1.6423087481293224,17.2273,-3.995700000000003,17.2273,152.55253393785367
7188,RCUS.US,D,2020-02-14,000000,11.33,11.4,11,11.03,53097,0,11.03,10.5,40.47,26.5,29.97,2.854285714285714,16.0,15.47,16.0,152.38095238095238
4892,KKR.US,D,2020-02-14,000000,32.8034,32.8562,32.5193,32.618,1795748.7548548,0,32.618,18.5463,74.0935,46.73,55.547200000000004,2.995055617562533,28.183699999999998,14.111999999999995,28.183699999999998,151.96400360179658
6764,PH.US,D,2020-02-14,000000,205.961,205.961,203.294,204.488,554376.49785385,0,204.488,98.8741,315.488,249.06,216.6139,2.1908052766093444,150.1859,44.572,150.1859,151.89609816928802
3556,FUN.US,D,2020-02-14,000000,52.819,53.583,52.663,53.299,96509,0,53.299,18.24,50.06,45.9,31.820000000000004,1.7445175438596494,27.66,-7.399000000000001,27.66,151.6447368421053
4004,GVA.US,D,2020-02-14,000000,27.03,27.183,26.666,27.058,391440,0,27.058,11.596,38.547,29.18,26.950999999999997,2.324163504656778,17.584,2.122,17.584,151.63849603311485
3684,GES.US,D,2020-02-14,000000,21.589,21.695,21.295,21.37,561721,0,21.37,6.7165,23.437,16.9,16.7205,2.4894662398570686,10.183499999999999,-4.470000000000002,10.183499999999999,151.6191468770937
8924,VALE.US,D,2020-02-14,000000,9.659,9.675,9.4893,9.569,19470453,0,9.569,5.6278,13.512,14.15,7.884200000000001,1.4009381996517292,8.522200000000002,4.5809999999999995,8.522200000000002,151.43039909023068
7696,SITC.US,D,2020-02-14,000000,12.158,12.318,12.036,12.214,1741059,0,12.214,5.4264,15.702,13.64,10.2756,1.8936311366651926,8.2136,1.4260000000000002,8.2136,151.36370337608727
6440,OI.US,D,2020-02-14,000000,13.394,13.494,13.295,13.444,1274055,0,13.444,5.67,12.03,14.25,6.359999999999999,1.1216931216931216,8.58,0.8059999999999992,8.58,151.32275132275132
5184,LSI.US,D,2020-02-14,000000,71.233,72.533,71.233,72.372,532500,0,72.372,46.02,151.07,115.54,105.04999999999998,2.2827031725336804,69.52000000000001,43.168000000000006,69.52000000000001,151.06475445458497
3256,EXP.US,D,2020-02-14,000000,86.869,87.881,86.344,87.803,360373,0,87.803,44.734,166.15,112.29,121.416,2.7141771359592255,67.55600000000001,24.48700000000001,67.55600000000001,151.0171234407833
6584,PBA.US,D,2020-02-14,000000,34.7715,34.8332,34.5614,34.8332,630861.80063454,0,34.8332,14.1546,29.7851,35.51,15.6305,1.1042699899679256,21.355399999999996,0.6768000000000001,21.355399999999996,150.8725078772978
972,BC.US,D,2020-02-14,000000,62.5283,62.7782,62.1432,62.5383,343007.63500326,0,62.5383,26.5112,99.8563,66.46,73.3451,2.766570355170645,39.94879999999999,3.921699999999994,39.94879999999999,150.68650230845827
6732,PFS.US,D,2020-02-14,000000,20.3306,20.3751,20.0319,20.1724,158289.47158627,0,20.1724,9.16421,23.7151,22.97,14.550889999999999,1.5877953473349038,13.805789999999998,2.797599999999999,13.805789999999998,150.64899211170408
2360,DAN.US,D,2020-02-14,000000,17.496,17.932,16.817,16.957,1478871,0,16.957,5.7358,22.551,14.37,16.815199999999997,2.9316224415077228,8.6342,-2.5870000000000015,8.6342,150.5317479688971
8920,VAC.US,D,2020-02-14,000000,124.086,124.086,121.498,122.434,171902.35328013,0,122.434,48.0548,167.525,120.33,119.4702,2.4861241749003224,72.2752,-2.103999999999999,72.2752,150.40162481167334
668,ASH.US,D,2020-02-14,000000,78.913,79.311,78.177,78.303,493675,0,78.303,41.467,107.32,103.67,65.853,1.5880820893722718,62.203,25.367000000000004,62.203,150.00602889044302
808,AXL.US,D,2020-02-14,000000,10.31,10.4,8.5764,8.77,5076651,0,8.77,2.98,9.33,7.45,6.35,2.1308724832214763,4.470000000000001,-1.3199999999999994,4.470000000000001,150.00000000000003
7620,SF.US,D,2020-02-14,000000,44.046,44.157,43.572,43.812,304428,0,43.812,22.416,70.136,56.0,47.72,2.1288365453247677,33.584,12.188000000000002,33.584,149.82155603140615
6888,PMT.US,D,2020-02-14,000000,18.243,18.376,18.232,18.345,602808,0,18.345,5.7405,16.819,14.34,11.078499999999998,1.9298841564323663,8.599499999999999,-4.004999999999999,8.599499999999999,149.80402403971777
7844,SNX.US,D,2020-02-14,000000,71.083,71.142,70,70.4,686229,0,70.4,37.023,113.7,92.43,76.67699999999999,2.071063933230694,55.407000000000004,22.03,55.407000000000004,149.65561947978284
9388,WY.US,D,2020-02-14,000000,27.692,28.002,27.518,28.002,2904369,0,28.002,13.645,39.573,33.98,25.928,1.900183217295713,20.334999999999997,5.977999999999998,20.334999999999997,149.0289483327226
5640,MRC.US,D,2020-02-14,000000,10.5,11.44,10.19,10.46,2744589,0,10.46,4.02,6.88,10.01,2.8600000000000003,0.711442786069652,5.99,-0.45000000000000107,5.99,149.00497512437815
3508,FSK.US,D,2020-02-14,000000,18.761,18.82,18.61,18.7,629919,0,18.7,7.9539,20.348,19.8,12.394099999999998,1.5582418687687798,11.8461,1.1000000000000014,11.8461,148.93448496963754
5596,MOH.US,D,2020-02-14,000000,145.85,146.81,144.34,144.99,433915,0,144.99,113.75,318.08,282.9,204.32999999999998,1.7963076923076922,169.14999999999998,137.90999999999997,169.14999999999998,148.70329670329667
1264,BMO.US,D,2020-02-14,000000,69.423,69.557,69.213,69.456,219369,0,69.456,39.006,105.68,96.97,66.674,1.709326770240476,57.964,27.513999999999996,57.964,148.60277905963184
36,ABBV.US,D,2020-02-14,000000,85.645,85.708,84.33,84.584,12426703,0,84.584,61.891,132.88,153.8,70.989,1.147000371621076,91.90900000000002,69.21600000000001,91.90900000000002,148.50139761839367
1100,BGR.US,D,2020-02-14,000000,10.0068,10.0497,9.99886,10.0068,234964.78501658,0,10.0068,4.43598,9.3066,11.02,4.87062,1.0979806040604332,6.58402,1.0131999999999994,6.58402,148.4231218355358
4400,ICD.US,D,2020-02-14,000000,12,12.578,11.2,11.472,3702,0,11.472,1.31,3.0,3.25,1.69,1.2900763358778624,1.94,-8.222,1.94,148.0916030534351
4568,IRM.US,D,2020-02-14,000000,28.491,28.491,27.926,28.354,3434809,0,28.354,19.892,51.69,49.33,31.798,1.5985320731952544,29.438,20.976,29.438,147.98914136336217
212,AGM.US,D,2020-02-14,000000,66.632,66.632,65.316,66.031,47918,0,66.031,39.88,123.02,98.86,83.13999999999999,2.0847542627883646,58.98,32.82899999999999,58.98,147.89368104312936
7240,RF.US,D,2020-02-14,000000,15.218,15.246,15.098,15.209,6428441,0,15.209,7.6776,21.635,19.03,13.957400000000002,1.8179378972595606,11.352400000000001,3.8210000000000015,11.352400000000001,147.86391580702306
2236,CTVA.US,D,2020-02-14,000000,29.5406,29.8379,29.5007,29.6264,4038223.5989664,0,29.6264,21.8388,47.0288,54.12,25.189999999999998,1.1534516548528306,32.2812,24.493599999999997,32.2812,147.81581405571734
1148,BHR.US,D,2020-02-14,000000,8.2271,8.3369,8.1172,8.1472,148574,0,8.1472,1.7373,5.092,4.3,3.3546999999999993,1.9309848615667986,2.5626999999999995,-3.8472,2.5626999999999995,147.5105048063086
5276,MATX.US,D,2020-02-14,000000,35.045,35.5065,34.8706,35.045,125373.62276135,0,35.045,29.718,89.4319,73.54,59.713899999999995,2.009351234941786,43.822,38.495000000000005,43.822,147.45945218386166
5728,MTH.US,D,2020-02-14,000000,72.89,73,71.03,72.19,421824,0,72.19,31.25,122.06,77.19,90.81,2.90592,45.94,5.0,45.94,147.00799999999998
5980,NGVC.US,D,2020-02-14,000000,7.09198,7.14985,6.82717,6.83543,175638.62641821,0,6.83543,6.58394,14.0865,16.26,7.502559999999999,1.1395243577553864,9.676060000000001,9.424570000000003,9.676060000000001,146.96458351686076
4972,KRO.US,D,2020-02-14,000000,9.898,10.325,9.898,10.014,346794,0,10.014,7.3804,14.816,18.22,7.435600000000001,1.007479269416292,10.839599999999999,8.206,10.839599999999999,146.87008834209527
7164,RBA.US,D,2020-02-14,000000,41.4752,41.7272,41.3617,41.5828,143067.76334377,0,41.5828,27.3421,60.7087,67.49,33.366600000000005,1.220337867245018,40.14789999999999,25.907199999999996,40.14789999999999,146.83546618584523
6368,NXRT.US,D,2020-02-14,000000,48.258,49.262,48.258,48.85,182762,0,48.85,25.602,83.473,63.18,57.870999999999995,2.2604093430200765,37.578,14.329999999999998,37.578,146.77759550035154
2028,CNX.US,D,2020-02-14,000000,6.17,6.23,6.04,6.08,3147913,0,6.08,6.76,13.75,16.67,6.99,1.0340236686390534,9.910000000000002,10.590000000000002,9.910000000000002,146.59763313609471
1572,CARS.US,D,2020-02-14,000000,11.45,11.46,10.29,11.01,1499871,0,11.01,4.09,16.09,10.08,12.0,2.93398533007335,5.99,-0.9299999999999997,5.99,146.45476772616138
3696,GFI.US,D,2020-02-14,000000,5.9374,5.9942,5.748,5.7765,6245484,0,5.7765,3.8195,10.897,9.37,7.077500000000001,1.8529912292184842,5.5504999999999995,3.593499999999999,5.5504999999999995,145.32006807173713
4396,IBP.US,D,2020-02-14,000000,73.563,74.114,72.642,73.975,242870,0,73.975,35.657,138.46,87.47,102.80300000000001,2.8831085060436945,51.813,13.495000000000005,51.813,145.30947640014585
2056,COF.US,D,2020-02-14,000000,99.5739,99.9817,99.0068,99.4047,1313046.6909477,0,99.4047,43.5917,143.78,106.82,100.1883,2.2983343159362906,63.22829999999999,7.415299999999988,63.22829999999999,145.0466487886455
680,ASR.US,D,2020-02-14,000000,187.776,190.083,187.766,189.356,16579.218292775,0,189.356,80.7779,199.865,197.83,119.0871,1.4742534777457696,117.05210000000001,8.474000000000018,117.05210000000001,144.9060943649191
7724,SJR.US,D,2020-02-14,000000,18.0149,18.0239,17.8633,17.979,289865.2192515,0,17.979,12.192,29.9387,29.82,17.7467,1.455602034120735,17.628,11.841000000000001,17.628,144.58661417322836
5236,LYV.US,D,2020-02-14,000000,73.37,74.175,72.93,74.02,965944,0,74.02,33.97,119.69,83.06,85.72,2.5234030026493968,49.09,9.040000000000006,49.09,144.50986164262588
4144,HL.US,D,2020-02-14,000000,2.96772,2.9875,2.85906,2.88862,6233687.1785398,0,2.88862,1.64351,5.20887,4.01,3.56536,2.169357046808355,2.3664899999999998,1.1213799999999998,2.3664899999999998,143.98999701857608
6288,NUS.US,D,2020-02-14,000000,27.5898,29.1594,27.5898,27.9478,1633497.5626718,0,27.9478,18.4005,49.9137,44.72,31.513199999999998,1.7126273742561342,26.319499999999998,16.772199999999998,26.319499999999998,143.03687399798918
4660,JEF.US,D,2020-02-14,000000,21.6921,21.8703,21.6287,21.8604,4045985.2111228,0,21.8604,11.4935,38.1131,27.93,26.619600000000005,2.316056901727064,16.436500000000002,6.069600000000001,16.436500000000002,143.00691695306045
6332,NWG.US,D,2020-02-14,000000,4.9322,4.9561,4.8264,4.8352,3749982,0,4.8352,2.2411,5.9018,5.44,3.6607,1.6334389362366695,3.1989000000000005,0.6048,3.1989000000000005,142.7379411895944
4232,HPQ.US,D,2020-02-14,000000,20.752,20.903,20.743,20.865,9627269,0,20.865,13.133,37.406,31.87,24.273,1.8482448793116577,18.737000000000002,11.005000000000003,18.737000000000002,142.6711337851215
2744,EAT.US,D,2020-02-14,000000,41.489,41.894,40.588,41.123,509238,0,41.123,9.31,36.59,22.58,27.28,2.9301825993555317,13.269999999999998,-18.543,13.269999999999998,142.5349087003222
5948,NEXA.US,D,2020-02-14,000000,7.419,7.7463,7.2897,7.6774,48848,0,7.6774,2.5175,7.5439,6.1,5.0264,1.9965839126117177,3.5824999999999996,-1.5774,3.5824999999999996,142.30387288977158
408,ALTG.US,D,2020-02-14,000000,10.3657,10.42,10.36,10.38,143460,0,10.38,3.76,14.64,9.09,10.88,2.893617021276596,5.33,-1.290000000000001,5.33,141.75531914893617
444,AMG.US,D,2020-02-14,000000,82.8073,83.0573,82.0683,82.8373,277706.52830854,0,82.8373,48.733,164.497,117.81,115.76400000000001,2.375474524449552,69.077,34.9727,69.077,141.7458395748261
8248,TCI.US,D,2020-02-14,000000,34.14,34.14,34.14,34.14,282,0,34.14,16.5,39.1,39.88,22.6,1.3696969696969699,23.380000000000003,5.740000000000002,23.380000000000003,141.69696969696972
1408,BTO.US,D,2020-02-14,000000,30.365,30.409,30.168,30.35,16483,0,30.35,15.371,46.009,37.09,30.637999999999998,1.993234012100709,21.719,6.740000000000002,21.719,141.29854921605622
4544,IPG.US,D,2020-02-14,000000,22.873,22.953,22.23,22.286,2742321,0,22.286,11.541,37.16,27.81,25.618999999999996,2.2198249718395284,16.269,5.523999999999997,16.269,140.96698726280218
4948,KOP.US,D,2020-02-14,000000,34.3514,34.7506,33.9831,34.4113,77637.780265501,0,34.4113,9.46469,31.1837,22.8,21.719010000000004,2.294740768054739,13.335310000000002,-11.611299999999996,13.335310000000002,140.89537005438112
8872,USFD.US,D,2020-02-14,000000,40.48,40.73,40.33,40.5,1205488,0,40.5,12.99,34.83,31.29,21.839999999999996,1.6812933025404153,18.299999999999997,-9.21,18.299999999999997,140.87759815242492
3200,EVC.US,D,2020-02-14,000000,1.89,1.9028,1.848,1.8754,109973,0,1.8754,1.8953,6.7521,4.56,4.856800000000001,2.562549464464729,2.6647,2.6845999999999997,2.6647,140.5951564396138
7416,RS.US,D,2020-02-14,000000,110.351,110.869,109.614,110.301,426621.29070299,0,110.301,71.1911,160.714,171.07,89.52289999999999,1.2575012887846935,99.87889999999999,60.76899999999999,99.87889999999999,140.29689104396473
9372,WTTR.US,D,2020-02-14,000000,7.25,7.31,7.15,7.18,186422,0,7.18,2.86,6.23,6.87,3.3700000000000006,1.1783216783216786,4.01,-0.3099999999999996,4.01,140.2097902097902
8516,TPZ.US,D,2020-02-14,000000,13.9357,13.9853,13.8245,13.9595,49961.699365478,0,13.9595,5.26978,13.1695,12.65,7.899719999999999,1.4990606818500962,7.3802200000000004,-1.3094999999999999,7.3802200000000004,140.04797164207994
2208,CTO.US,D,2020-02-14,000000,14.2725,14.2725,13.5592,13.9049,87831.14571933,0,13.9049,8.60473,19.7876,20.65,11.182870000000001,1.2996189305184476,12.045269999999999,6.745099999999999,12.045269999999999,139.9842877115261
1184,BKD.US,D,2020-02-14,000000,7.12,7.15,6.88,6.93,592101,0,6.93,1.89,5.16,4.53,3.2700000000000005,1.7301587301587305,2.6400000000000006,-2.3999999999999995,2.6400000000000006,139.68253968253973
3468,FPI.US,D,2020-02-14,000000,6.329,6.5004,6.329,6.4623,96045,0,6.4623,5.739,11.908,13.74,6.169,1.0749259452866353,8.001000000000001,7.2777,8.001000000000001,139.41453214845794
6224,NS_A.US,D,2020-02-14,000000,25.62,25.75,25.3444,25.75,8850,0,25.75,9.78,25.3,23.4,15.520000000000001,1.5869120654396731,13.62,-2.3500000000000014,13.62,139.2638036809816
5744,MTRN.US,D,2020-02-14,000000,54.1631,54.4087,51.9037,52.1284,138809.30830752,0,52.1284,30.3234,91.66,72.52,61.3366,2.0227481087213173,42.1966,20.391599999999997,42.1966,139.1552398477743
7316,RLJ.US,D,2020-02-14,000000,16.256,16.256,16.123,16.236,512398,0,16.236,4.6247,13.92,11.06,9.295300000000001,2.0099249681060396,6.435300000000001,-5.176,6.435300000000001,139.1506476095747
640,ARW.US,D,2020-02-14,000000,79.36,79.51,78.6,79.19,374650,0,79.19,46.86,134.27,111.76,87.41000000000001,1.8653435766111826,64.9,32.57000000000001,64.9,138.49765258215965
2176,CSL.US,D,2020-02-14,000000,157.044,159.199,156.455,158.261,578534.76378583,0,158.261,101.337,247.016,241.2,145.67899999999997,1.4375696932018904,139.863,82.939,139.863,138.01770330678823
20,AAP.US,D,2020-02-14,000000,130.71,130.71,127.62,129.59,1157467,0,129.59,72.985,238.15,173.64,165.16500000000002,2.2629992464204975,100.65499999999999,44.04999999999998,100.65499999999999,137.9118997054189
3672,GEL.US,D,2020-02-14,000000,15.726,15.781,15.436,15.453,402186,0,15.453,3.5222,10.418,8.37,6.8957999999999995,1.9578104593719832,4.847799999999999,-7.083,4.847799999999999,137.63556867866671
3768,GLOB.US,D,2020-02-14,000000,126.25,128.485,126.25,127.98,189550,0,127.98,74.09,314.09,175.93,239.99999999999997,3.239303549736806,101.84,47.95,101.84,137.45444729383183
1736,CFR.US,D,2020-02-14,000000,87.1996,87.3577,86.6698,87.1072,260193.07649141,0,87.1072,49.8036,124.613,118.23,74.8094,1.50208820245926,68.4264,31.122799999999998,68.4264,137.3924776522179
3112,ESI.US,D,2020-02-14,000000,11.968,11.983,11.65,11.899,1137580,0,11.899,7.1379,24.202,16.94,17.064100000000003,2.3906330993709637,9.802100000000001,5.041000000000002,9.802100000000001,137.32470334412085
7504,SAR.US,D,2020-02-14,000000,23.646,24.042,23.62,24.007,46837,0,24.007,10.207,28.305,24.22,18.098,1.7730968942882332,14.012999999999998,0.2129999999999974,14.012999999999998,137.28813559322032
6260,NTB.US,D,2020-02-14,000000,29.7252,29.7666,29.1427,29.3083,185917.08603393,0,29.3083,13.2461,37.1284,31.43,23.8823,1.8029684208936971,18.1839,2.1217000000000006,18.1839,137.27738730645248
1816,CIG-C.US,D,2020-02-14,000000,2.693,2.71231,2.66269,2.71231,3532.1,0,2.71231,1.26054,2.63431,2.99,1.3737700000000002,1.0898265822583972,1.7294600000000002,0.2776900000000002,1.7294600000000002,137.19993018864932
4924,KNOP.US,D,2020-02-14,000000,14.349,14.416,14.31,14.416,140630,0,14.416,7.1259,12.537,16.89,5.411100000000001,0.7593567128362735,9.764100000000001,2.474,9.764100000000001,137.02269187050058
316,AJG.US,D,2020-02-14,000000,104.62,105.59,104.47,105.56,627175,0,105.56,69.506,169.13,164.63,99.624,1.4333151094869507,95.124,59.06999999999999,95.124,136.85724973383594
3136,ET.US,D,2020-02-14,000000,10.395,10.453,10.171,10.252,13418829,0,10.252,4.231,7.9532,10.02,3.7222,0.8797447411959348,5.789,-0.2320000000000011,5.789,136.82344599385488
9348,WST.US,D,2020-02-14,000000,173.91,174.34,171.26,173.7,398951,0,173.7,130.0,468.56,307.74,338.56,2.6043076923076924,177.74,134.04000000000002,177.74,136.72307692307692
6348,NXDT.US,D,2020-02-14,000000,14.9015,15.0161,14.9015,14.9792,209914.07972664,0,14.9792,6.85084,13.3556,16.2,6.504760000000001,0.949483566978648,9.34916,1.2207999999999988,9.34916,136.46735290854843
2824,EFC_A.US,D,2020-02-14,000000,26.062,26.19,26.062,26.19,1547,0,26.19,9.125,26.39,21.55,17.265,1.892054794520548,12.425,-4.640000000000001,12.425,136.16438356164383
8172,SXC.US,D,2020-02-14,000000,5.55687,5.60182,5.42122,5.43948,425735.08927748,0,5.43948,2.8732,6.48804,6.78,3.6148399999999996,1.2581233467910342,3.9068,1.3405200000000006,3.9068,135.9738270917444
4332,HVT.US,D,2020-02-14,000000,16.614,16.657,16.419,16.518,51313,0,16.518,10.04,30.304,23.68,20.264,2.018326693227092,13.64,7.161999999999999,13.64,135.8565737051793
8628,TTE.US,D,2020-02-14,000000,43.574,43.6,43.124,43.406,1604284,0,43.406,22.423,48.93,52.83,26.507,1.1821344155554565,30.407,9.424,30.407,135.60629710565047
2444,DECK.US,D,2020-02-14,000000,201.12,203.17,199.44,200.56,353495,0,200.56,103.9,366.31,244.67,262.40999999999997,2.525601539942252,140.76999999999998,44.109999999999985,140.76999999999998,135.48604427333973
6324,NVT.US,D,2020-02-14,000000,25.826,26.11,25.687,26.015,1032448,0,26.015,13.407,37.634,31.52,24.227,1.807041097933915,18.113,5.504999999999999,18.113,135.10106660699634
3744,GIC.US,D,2020-02-14,000000,20.5873,20.5873,19.8863,19.9579,44804.303369535,0,19.9579,14.3593,40.4279,33.75,26.068600000000004,1.8154506138878639,19.390700000000002,13.792100000000001,19.390700000000002,135.0393125013058
1612,CBZ.US,D,2020-02-14,000000,28.135,28.41,28.09,28.36,206775,0,28.36,17.27,39.12,40.57,21.849999999999998,1.2651997683844816,23.3,12.21,23.3,134.91603937463813
4028,HASI.US,D,2020-02-14,000000,34.907,35.186,33.73,34.007,517581,0,34.007,16.197,52.7,38.0,36.503,2.253688954744706,21.803,3.993000000000002,21.803,134.61134778045317
4556,IQV.US,D,2020-02-14,000000,165.3,165.5,162.17,164.32,2967361,0,164.32,91.67,282.14,215.05,190.46999999999997,2.077778989854914,123.38000000000001,50.73000000000002,123.38000000000001,134.59146940111268
5132,LL.US,D,2020-02-14,000000,7.67,8.03,7.49,7.91,1736269,0,7.91,4.16,17.07,9.75,12.91,3.1033653846153846,5.59,1.8399999999999999,5.59,134.375
2384,DBI.US,D,2020-02-14,000000,15.371,15.39,14.88,14.978,940873,0,14.978,5.4376,14.164,12.74,8.7264,1.6048256583786966,7.3024000000000004,-2.2379999999999995,7.3024000000000004,134.29454170957777
6304,NVO.US,D,2020-02-14,000000,61.044,61.228,60.813,61.188,837155,0,61.188,47.697,111.24,111.64,63.54299999999999,1.3322221523366247,63.943,50.452,63.943,134.06084240098957
2772,ECC.US,D,2020-02-14,000000,12.0269,12.0744,11.9972,11.9972,94742.051385659,0,11.9972,5.06989,13.3512,11.86,8.281310000000001,1.6334299166254103,6.790109999999999,-0.1372,6.790109999999999,133.93012471670983
1716,CEQP_.US,D,2020-02-14,000000,9.2,9.22,9.18,9.19,50330,0,9.19,3.91,9.84,9.14,5.93,1.516624040920716,5.23,-0.049999999999998934,5.23,133.75959079283888
5332,MD.US,D,2020-02-14,000000,27.31,27.72,26.53,26.8,1437579,0,26.8,9.4,27.21,21.97,17.810000000000002,1.89468085106383,12.569999999999999,-4.830000000000002,12.569999999999999,133.7234042553191
7544,SCD.US,D,2020-02-14,000000,12.028,12.24,12.028,12.221,97742,0,12.221,5.3544,14.929,12.48,9.5746,1.7881742118631405,7.1256,0.25900000000000034,7.1256,133.07933662034964
8596,TSE.US,D,2020-02-14,000000,27.218,27.781,26.736,27.089,403254,0,27.089,16.654,51.813,38.77,35.159000000000006,2.111144469797046,22.116000000000003,11.681000000000004,22.116000000000003,132.79692566350428
7744,SKT.US,D,2020-02-14,000000,11.739,11.811,11.615,11.615,4015889,0,11.615,6.2133,18.836,14.46,12.622699999999998,2.0315613281187126,8.2467,2.8450000000000006,8.2467,132.72657042151513
3264,EXR.US,D,2020-02-14,000000,104.73,106.67,104.56,106.65,720225,0,106.65,75.059,225.0,174.38,149.941,1.9976418550740085,99.321,67.72999999999999,99.321,132.32390519458025
4324,HUN.US,D,2020-02-14,000000,19.984,20.117,19.417,19.758,2756224,0,19.758,12.322,34.684,28.61,22.362,1.8148027917545853,16.288,8.852,16.288,132.18633338743712
804,AX.US,D,2020-02-14,000000,29.29,29.41,28.97,29.31,273782,0,29.31,15.55,55.91,36.1,40.36,2.595498392282958,20.55,6.790000000000003,20.55,132.15434083601286
